BIBID,TITLE,VOLUMES,CREATOR_ROLE,CREATOR_FNAME,CREATOR_LNAME,CREATOR_CNAME,SOURCE,SIGLUM,ADJUNCT_ROLE,ADJUNCT_FNAME,ADJUNCT_LNAME,ADJUNCT_CNAME,SERIES,PUBLISHER,PUBLISHER_LOC,PUBLISHED_BD,PUBLISHED_ED,PUBLISHED_NOTE,VOLUME,ISSUE_EDITION,LOCATION_CLASS,LOCATION,REPRINT,ID_CLASS,ID_NUMBER,CLASS,FORM,TYPE,MEDIUM,FORMAT,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNO,RELATED_LIBBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA bibid 1034,La {I}Asunción de la Virgen{/I} y el teatro primitivo español,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Eduardo,Juliá Martínez,,Boletín de la Real Academia Española,,,,,,,,,1961,,,43,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,313-20,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,Hemeroteca,,BIBLIOGRAPHY*RELATED_BIBCLASS*RP,BITECA bibid 1299,,84-91,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Juliá Martínez (1961), “La Asunción de la Virgen y el teatro primitivo español”, Boletín de la Real Academia Española"
BITECA bibid 1035,Catàleg de sala (fitxer),,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,,,Biblioteca de Catalunya,,,,,,,,Biblioteca de Catalunya,Barcelona,1990,,,,,,,,,,,BIBLIOGRAPHY*FORM*CARD,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*MANU,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2011-03-15,ROVIRA,,,,,"Biblioteca de Catalunya (1990), Catàleg de sala (fitxer)"
BITECA bibid 1037,Discursos llegits en la “Real Academia de Buenas Letras de Barcelona” en la solemnial recepció pública de D. Ramon d’Alòs-Moner y de Dou el dia primer de juny de 1924. Tema: “Els bestiaris a Catalunya”,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Ramon d’,Alòs-Moner,,,,,,,,,Atlas Geográfico,Barcelona,1924,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,56 + 1 fulla,,,,,BIBLIOGRAPHY*FORM*CNFP,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,F 83-8au-3867,,,BITECA bibid 1720,,,,,,,,,,,,,fot. el text del discurs sobre els bestiaris,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2011-03-09,ROVIRA,,,,,"Alòs-Moner (1924), Discursos llegits en la “Real Academia de Buenas Letras de Barcelona” en la solemnial recepció pública de D. Ramon d’Alòs-Moner y de Dou el dia primer de juny de 1924. Tema: “Els bestiaris a Catalunya”"
BITECA bibid 1038,El repertori de manuscrits catalans. Missió a Anglaterra,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Pere,Bohigas,,Estudis Universitaris Catalans,,,,,,,,,1927,,,12,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,411-57,"Pere Bohigas, {I}Sobre manuscrits i biblioteques{/I}, Barcelona, 1985, pp. 20-70",,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Bohigas (1927), “El repertori de manuscrits catalans. Missió a Anglaterra”, Estudis Universitaris Catalans"
BITECA bibid 1039,Catalogue of the Manuscripts in the Spanish Language in the British Museum,4,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Pascual de,Gayangos,,,,,,,,,British Museum. Department of Manuscripts,London,1875,,,,,,,1976,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,A-091(41)Bri,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,1996-11-08,AVENOZA,,,,,"Gayangos (1875), Catalogue of the Manuscripts in the Spanish Language in the British Museum"
BITECA bibid 1040,Printed Books 1468-1700 in The Hispanic Society of America,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Clara Louisa,Penney,,,,,,,,,The Hispanic Society of America,New York,1965,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,xlii + 614,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,T-266/4/26,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2011-04-04,ROVIRA,,,,,"Penney (1965), Printed Books 1468-1700 in The Hispanic Society of America"
BITECA bibid 1041,The Valencia Bible of 1478,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Konrad,Haebler,,Revue Hispanique,,,,,,,,New York,1909,,,21,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,5-21,,,,,BIBLIOGRAPHY*FORM*JART,,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,09-4t- C 3/12,,,,,,,,,,,,,,,,Fotocopiat sencer Extret de {I}Revue Hispanique{/I} 21,TYPE,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Haebler (1909), “The Valencia Bible of 1478”, Revue Hispanique"
BITECA bibid 1042,"Dos fragments catalans dels Evangelis, restes de la traducció de la Biblia de Bonifaci Ferrer",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Pere,Bohigas,,Saggi e ricerche in memoria di Ettore Li Gotti,,,,,,,G. Mori & Figli,Palermo,1961,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,5-19,"Barcelona: Publicacions Abadia de Montserrat, 1982",,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,09-8au- C 4/36,,,,,,,,,,,,,,,,"extret de {I}Saggi e ricerche in memoria di Ettore Li Gotti{/I}, vol. I",,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Bohigas (1961), “Dos fragments catalans dels Evangelis, restes de la traducció de la Biblia de Bonifaci Ferrer”, Saggi e ricerche in memoria di Ettore Li Gotti"
BITECA bibid 1043,The Old Catalan Rhymed Legends of the Seville Bible,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Joan,Coromines,,Hispanic Review,,,,,,,,,1959,,,XXVII,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,361-83,"{I}Lleures i converses d’un filòleg{/I}, Barcelona: Club Editor, 1971, pp. 217-245",,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,GAV,,BIBLIOGRAPHY*RELATED_BIBCLASS*RV,BITECA bibid 1720,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Coromines (1959), “The Old Catalan Rhymed Legends of the Seville Bible”, Hispanic Review"
BITECA bibid 1044,La Matière de Bretagne en Catalogne,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Pere,Bohigas,,Bulletin Bibliographique de la Société Internationale Arthurienne,,,,,,,,,1960,1961,,12-13,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,81-98,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,016:80.1 Bull 12au,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,1997-12-22,AVENOZA,,,,,"Bohigas (1960-61), “La Matière de Bretagne en Catalogne”, Bulletin Bibliographique de la Société Internationale Arthurienne"
BITECA bibid 1045,Història de la literatura catalana,3,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Martí de,Riquer,,,,,,,,,Ariel,Barcelona,1984,,,,,,,1982,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,D-154/3/34,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2016-03-30,AVENOZA,,,,,"Riquer et al. (1984), Història de la literatura catalana"
BITECA bibid 1046,Inventaire des manuscrits de comput ecclésiastique conservés dans les bibliothèques de Catalogne (avec notes sur les autres mss. de ces bibliothèques),,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,A.,Cordoliani,,Hispania Sacra,,,,,,,,,1951,1952,,4-5,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,"359-84, 121-64",,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,"Biteca 8-6, 8-7 (fot. parc.)",,BIBLIOGRAPHY*RELATED_BIBCLASS*RV,BITECA bibid 1707,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2011-03-21,ROVIRA,,,,,"Cordoliani (1951-52), “Inventaire des manuscrits de comput ecclésiastique conservés dans les bibliothèques de Catalogne (avec notes sur les autres mss. de ces bibliothèques)”, Hispania Sacra"
BITECA bibid 1047,Un {I}Dies irae{/I} en romance catalán del siglo XIII,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Lluís G.,Constans i Serrats,,Cuadernos del Centro de Estudios Comarcales de Bañolas,,,,,,,,,1948,,,1,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,7-11,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Constans i Serrats (1948), “Un Dies irae en romance catalán del siglo XIII”, Cuadernos del Centro de Estudios Comarcales de Bañolas"
BITECA bibid 1048,Notes sobre la supervivència del teatre català antic,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Josep,Massot i Muntaner,,"Estudis Romànics (= Estudis de Literatura Catalana oferts a Jordi Rubió i Balaguer en el seu setanta-cinquè aniversari, 2)",,,,,,,,,1962,1967,,11,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,49-101,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,SH 83.1.Est 8au,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2005-03-18,AVENOZA,,,,,"Massot i Muntaner (1962-67), “Notes sobre la supervivència del teatre català antic”, Estudis Romànics (= Estudis de Literatura Catalana oferts a Jordi Rubió i Balaguer en el seu setanta-cinquè aniversari, 2)"
BITECA bibid 1049,The liturgical drama in medieval Spain,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Richard B.,Donovan,,,,,,,,"Studies & Texts, 4",Pontifical Institute of Medieval Studies,Toronto,1958,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,229 + 1 lam.,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,79-4t-4t,,,,,,,,,,,,,,,,Fotocopiat un capítol: “Further exemples of liturgical drama in Catalonia”,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2007-08-21,AVENOZA,,,,,"Donovan (1958), The liturgical drama in medieval Spain"
BITECA bibid 1050,L’antich orde judiciari observat en la Cort dels Consols de la Mar de Barcelona. Manuscrit inèdit d’un còdich processal barceloní el segle XV,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Ernest,Moliné i Brasés,,Revista Jurídica de Cataluña,,,,,,,,,1917,1917,,23,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,223-58,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1007,,,relligat amb el Ms. M-5,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2011-03-31,ROVIRA,,,,,"Moliné i Brasés (1917-17), “L’antich orde judiciari observat en la Cort dels Consols de la Mar de Barcelona. Manuscrit inèdit d’un còdich processal barceloní el segle XV”, Revista Jurídica de Cataluña"
BITECA bibid 1051,Estudios sobre el manuscrito {I}Petri Michaelis Carbonelli Adversaria. 1492{/I} del Archivo Capitular de Gerona,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,M{SS}a{ES} Antonia,Adroher Ben,,Anales del Instituto de Estudios Gerundenses,,,,,,,,,1956,1957,,11,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,109-162,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,06 (46.71 Ger) Ana 4t,,,,,,,,,,,,,,,,Fotocopiat sencer,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Adroher Ben (1956-57), “Estudios sobre el manuscrito Petri Michaelis Carbonelli Adversaria. 1492 del Archivo Capitular de Gerona”, Anales del Instituto de Estudios Gerundenses"
BITECA bibid 1052,Catàleg de Sala,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,,,Biblioteca Bartolomé March,,,,,,,,Biblioteca Bartolomé March,Palma de Mallorca,1990,,,,,,,,,,,BIBLIOGRAPHY*FORM*CATA,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*TYPE,,BITECA libid 1029,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2011-03-15,ROVIRA,,,,,"Biblioteca Bartolomé March (1990), Catàleg de Sala"
BITECA bibid 1053,Los {I}Capítols de la Confraria de Madona Sancta Maria dels clergues confrares de la vila de Sent Matheu{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Felipe,Mateu y Llopis,,Boletín de la Sociedad Castellonense de Cultura,,,,,,,,,1971,,,47,3,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,209-245,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,SR 06 (46.732) Bol. 12au + 8au,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Mateu y Llopis (1971), “Los Capítols de la Confraria de Madona Sancta Maria dels clergues confrares de la vila de Sent Matheu”, Boletín de la Sociedad Castellonense de Cultura"
BITECA bibid 1054,"Benet XIII, darrer Papa d’Avinyó i el monestir de Montserrat",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Cebrià,Baraut,,Studia Monastica,,,,,,,,,1971,,,13,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,77-86,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,AB2,,,,,,,,,,,,,,,,fotocopiat sencer,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2011-03-14,ROVIRA,,,,,"Baraut (1971), “Benet XIII, darrer Papa d’Avinyó i el monestir de Montserrat”, Studia Monastica"
BITECA bibid 1055,Libertades medioevales (Cataluña-Castilla). Notas comparativas,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Vicente,Castañeda y Alcover,,,,,,,,,Fortanet,Madrid,1920,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,22,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,no Bib.,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2011-03-17,ROVIRA,,,,,"Castañeda y Alcover (1920), Libertades medioevales (Cataluña-Castilla). Notas comparativas"
BITECA bibid 1056,Poésies catalanes inédites du ms. 377 de Carpentras,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Amédée,Pagès,,Romania,,,,,,,,,1913,,,42,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,174-203,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 8/17,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2011-04-04,ROVIRA,,,,,"Pagès (1913), “Poésies catalanes inédites du ms. 377 de Carpentras”, Romania"
BITECA bibid 1057,Catálogo de incunables de la Biblioteca Nacional,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Diosdado,García Rojo,,,,,,,,,Blass,Madrid,1945,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,viii + 622,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,A-093(46)cat,,,,,,,,,,,,,,,,les referències van per items,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2011-03-24,ROVIRA,,,,,"García Rojo et al. (1945), Catálogo de incunables de la Biblioteca Nacional"
BITECA bibid 1058,Catálogo de incunables de la Biblioteca Pública de Palma de Mallorca,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jesús,García Pastor,,,,,,,,,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",Madrid,1951,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,348,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,A-093(467.51)Gar/NP,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,1995-10-25,AVENOZA,,,,,"García Pastor (1951), Catálogo de incunables de la Biblioteca Pública de Palma de Mallorca"
BITECA bibid 1059,La versione catalana del “De miseria humane conditionis” di Innocenzo III: progetto di edizione,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Vincenzo,Minervini,,"La cultura catalana tra l’Umanesimo e il Barocco. Atti del V Convegno dell’Associazione Italiana di Studi Catalani (Venezia, 24-27 marzo 1992)",,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Carlos,Romero,,,Programma,Padova,1994,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,113-23,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 13-15,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,AVENOZA,2011-03-30,ROVIRA,,,,,"Minervini (1994), “La versione catalana del “De miseria humane conditionis” di Innocenzo III: progetto di edizione”, La cultura catalana tra l’Umanesimo e il Barocco. Atti del V Convegno dell’Associazione Italiana di Studi Catalani (Venezia, 24-27 marzo 1992)"
BITECA bibid 1060,Notes sobre el {I}Consolat de Mar{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Ferran,Valls i Taberner,,Revista de Catalunya,,,,,,,,,1929,,,58,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,195-209,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,Hemeroteca,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Valls i Taberner (1929), “Notes sobre el Consolat de Mar”, Revista de Catalunya"
BITECA bibid 1061,Sobre els orígens del {I}Consolat de Mar{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,R.,Wagner,,Revista Jurídica de Catalunya,,,,,,,,,1931,,,37,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,255-65,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Wagner (1931), “Sobre els orígens del Consolat de Mar”, Revista Jurídica de Catalunya"
BITECA bibid 1063,Manuscritos jurídicos medioevales de la Biblioteca Universitaria de Barcelona,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Ferran,Valls i Taberner,,Anuario de la Universidad de Barcelona,,,,,,,,,1908,1909,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,555-65,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2011-04-07,ROVIRA,,,,,"Valls i Taberner (1908-09), “Manuscritos jurídicos medioevales de la Biblioteca Universitaria de Barcelona”, Anuario de la Universidad de Barcelona"
BITECA bibid 1064,Literatura Catalana Antiga,4,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Joaquim,Molas,,,,,,,,,Barcino,Barcelona,1961,1964,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,Rom 082.1 col,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2011-03-31,ROVIRA,,,,,"Molas (1961-64), Literatura Catalana Antiga"
BITECA bibid 1065,La {I}Crònica de Sant Pere de les Puelles{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Miquel,Coll i Alentorn,,"I Col·loqui d’Història del Monaquisme Català (Santes Creus, 9-11 de setembre 1966)",,,,,,,Arxiu Bibliogràfic de Santes Creus,Santes Creus,1967,1969,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,35-50,,,,,BIBLIOGRAPHY*FORM*CNFP,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,BIBLIOGRAPHY*RELATED_BIBCLASS*RP,BITECA bibid 3004,,99-111,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Coll i Alentorn (1967-69), La Crònica de Sant Pere de les Puelles"
BITECA bibid 1066,Inventario de los manuscritos de la Biblioteca Arzobispal del Seminario Conciliar de Barcelona,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Àngel,Fàbrega i Grau,,Analecta Sacra Tarraconensia,,,,,,,,,1964,,,37,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,275-317,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,Geo. i Història,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2011-03-23,ROVIRA,,,,,"Fàbrega i Grau (1964), “Inventario de los manuscritos de la Biblioteca Arzobispal del Seminario Conciliar de Barcelona”, Analecta Sacra Tarraconensia"
BITECA bibid 1068,La versió llatina de la {I}Crònica general de Catalunya i Aragó{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jordi,Rubió i Balaguer,,"Estudis Universitaris Catalans, 21 = Homenatge a Antoni Rubió i Lluch. Miscel·lània d’Estudis Literaris, Històrics i Lingüístics, 1",,,,,,,,Barcelona,1936,,,21,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,343-55,"{I}Història i historiografia{/I}, Montserrat: Publicacions de l’Abadia de Montserrat, 1987, pp. 317-32",,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Rubió i Balaguer (1936), “La versió llatina de la Crònica general de Catalunya i Aragó”, Estudis Universitaris Catalans, 21 = Homenatge a Antoni Rubió i Lluch. Miscel·lània d’Estudis Literaris, Històrics i Lingüístics, 1"
BITECA bibid 1069,Notas sobre la {I}Crónica de San Juan de la Peña{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Antonio,Ubieto Arteta,,Pirineos,,,,,,,,,1950,,,6,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,463-93,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Ubieto Arteta (1950), “Notas sobre la Crónica de San Juan de la Peña”, Pirineos"
BITECA bibid 1070,Manuscritos catalanes de la Biblioteca de S. M. Noticias para un catálogo razonado,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jaume,Massó Torrents,,,,,,,,,A. Verdaguer,Barcelona,1888,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,40,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,AB4,,,,,,,,,,,,,,,,edita tres poesies,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2011-03-29,ROVIRA,,,,,"Massó Torrents (1888), Manuscritos catalanes de la Biblioteca de S. M. Noticias para un catálogo razonado"
