MANID,TITLE,TITLE_LOC,TITLE_NICKNAME,MATERIAL,MATERIAL_BASIS,FORMAT,FORMAT_BASIS,STATE,STATE_BASIS,BINDING,BINDING_BASIS,CONDITION,CONDITION_BASIS,LEAF_CLASS,LEAF_COUNT,LEAF_BASIS,COLLATION,COLLATION_BASIS,SIZE_CLASS,SIZE_HEIGHT,SIZE_WIDTH,SIZE_LOC,SIZE_BASIS,PAGE_CLASS,PAGE_DETAIL,PAGE_LOC,PAGE_Q,PAGE_BASIS,HAND_CLASS,HAND_DETAIL,HAND_LOC,HAND_Q,HAND_BASIS,FONT_CLASS,FONT_DETAIL,FONT_LOC,FONT_Q,FONT_BASIS,WATERMARK_CLASS,WATERMARK_DETAIL,WATERMARK_LOC,WATERMARK_Q,WATERMARK_BASIS,GRAPHIC_CLASS,GRAPHIC_DETAIL,GRAPHIC_LOC,GRAPHIC_Q,GRAPHIC_BASIS,MUSIC_CLASS,MUSIC_DETAIL,MUSIC_LOC,MUSIC_Q,MUSIC_BASIS,FEATURE_CLASS,FEATURE_DETAIL,FEATURE_LOC,FEATURE_Q,FEATURE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_MAKER_IDP,MILESTONE_MAKER_ID,MILESTONE_MAKER_IDQ,MILESTONE_MAKERBASIS,MILESTONE_FUNDER_IDP,MILESTONE_FUNDER_ID,MILESTONE_FUNDER_IDQ,MILESTONE_FUNDERBASIS,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_GEOBASIS,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,OWNER_IDP,OWNER_ID,OWNER_IDQ,OWNER_CALLNO,OWNER_ARMS,OWNER_PRICE,OWNER_CURRENCY,OWNER_GEOID,OWNER_GEOIDQ,OWNER_BD,OWNER_BDQ,OWNER_ED,OWNER_EDQ,OWNER_BASIS,CLASS,FIRST_ANAID,FIRST_TEXSEQ,FIRST_TEXID,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNOCLASS,RELATED_LIBCALLNO,RELATED_LIBSEQUENCE,RELATED_LIBBASIS,RELATED_LIBEVENTCLASS,RELATED_LIBEVENTDETAIL,RELATED_LIBEVENTPRICE,RELATED_LIBEVENTCURRENCY,RELATED_LIBEVENTGEOID,RELATED_LIBEVENTGEOIDQ,RELATED_LIBEVENTBD,RELATED_LIBEVENTBDQ,RELATED_LIBEVENTED,RELATED_LIBEVENTEDQ,RELATED_LIBEVENTBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,RELATED_UNICLASS,RELATED_UNIDETAIL,RELATED_UNIID,RELATED_UNILANGUAGE,RELATED_UNIBASIS,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA manid 1037,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*LI,6,137,1r,Faulhaber,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*PARR,en rojo,,,Zarco,,,,,,MS_ED*FEATURE_CLASS*RE,rayas rojas ondulantes,9ra,,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1037,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,263,197,,Faulhaber,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*HDL,“Lib{I}er{/I}” y núm. del libro en la col. a y “Titulꝰ” y el núm del título en la col. b del recto y verso,,,Faulhaber,,,,,,MS_ED*FEATURE_CLASS*RE,rayas rojas con ángulos,"11rb, 15rb, 19va, 21ra",,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5350,,,Z-III-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*FEATURE_CLASS*RE,"rayas rojas con fuerte ondulación, como olas de mar, a veces con pequeños espacios verticales entre la terminación de una ondulación y el comienzo de la siguiente","30va-b, 33ra, 33va, 34va, 43vb-44ra, 44va, 45rb",,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 1035,I,viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*FEATURE_CLASS*RE,"rayas azules con fuerte ondulación, como olas de mar",35ra-b,,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*FEATURE_CLASS*CO,,"I/muñón, 4/5, 12/13, 21/22, 31/32, 41/42, 50/51, 59/60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1044,,,Codex T{SI}2{EI} (Martínez Díez),MS_ED*MATERIAL*VELLM,García & Gonzálvez 1970,,,,,piel estezado con cierres metálicos,Martínez Díez,,,MS_ED*LEAF_CLASS*FF,98,García & Gonzálvez 1970,,,MS_ED*SIZE_CLASS*LEAF,220,155,,García & Gonzálvez 1970,MS_ED*PAGE_CLASS*COL,2,,,García & Gonzálvez 1970,MS_ED*HAND_CLASS*GC,libraria,1r-70,,Martínez Díez,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INIS,de azul y rojo alternando,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1301,,1400,,García & Gonzálvez 1970,,,,,,,,,,,,,,,,BETA cnum 47,10.0,BETA texid 1006,,,,,,,,,,BETA libid 351,,,MS_ED*RELATED_LIBCALLNOCLASS*C,43-22,MA0043220,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 5651,II,58-59,Codex T{SI}2{EI},,,,,,MS_ED*RELATED_UNICLASS*CON,también f. 69va-b 3 textos del Evangelio en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,Roudil,,,,,,,,,,"Martínez Díez II:59: “en el folio 70r dos líneas de mano posterior de una carta misiva, y en el 70v se transcriben unas disposiciones de unas ordenanzas de ganaderas.”",,MS_ED*STATUS*2I,1985-07-10,FAULHABER,2024-02-13,FAULHABER,,,,,"MS: Toledo: Biblioteca Capitular, 43-22. 1301 - 1400. Alfonso X, rey de Castilla y León, Corona de, Fuero real, promulgado 1255-07-18."
BETA manid 1044,,,MS. TO (Roudil),,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*TXTPG,160,125,,Roudil,,,,,,MS_ED*HAND_CLASS*GC,libraria,71-98,,Martínez Díez,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*TIT,en rojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,26-17,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 8814,I,75-78,TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*HAND_CLASS*GO,semi-cursiva (varias),,,Roudil,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*HDL,en rojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,33-18,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1071,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 1035,I,ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1068,TUDELENSI | CHRONICA,tejuelo,,MS_ED*MATERIAL*PARCH,,,,,,pasta s. XIX,Faulhaber 1991,,,MS_ED*LEAF_CLASS*FF,94,Marcos,,,MS_ED*SIZE_CLASS*LEAF,257,180,,Simón,MS_ED*PAGE_CLASS*COL,2,1r-94r,,,MS_ED*HAND_CLASS*GC,de albalaes,113r-114v,,Faulhaber 1991,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1301,,1400,,113r-114v,Group 1,BETA insid 1005,,205,,,,,,,,,,,,BETA cnum 72,10.0,BETA texid 1008,,,,,,,,,,BETA libid 321,?,,MS_ED*RELATED_LIBCALLNOCLASS*C,2248,MA028615,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 3497,II,598-99,MS. 2248,,,,,,MS_ED*RELATED_UNICLASS*CON,ff. 1ra-112vb como texto principal,BETA texid 3934,MS_ED*RELATED_UNILANGUAGE+1*LATIN,,,,,BETA subid 1265,,,,,,,,MS_ED*STATUS*1C,1985-07-10,FAULHABER,2023-04-19,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://hdl.handle.net/10366/135264,U. de Salamanca - Gredos,2017-10-02,"MS: Salamanca: Universidad, 2248. 1301 - 1400. Alfonso X, rey de Castilla y León, Corona de, General estoria, escrito 1272 ca. - 1284 ad quem."
BETA manid 1068,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*LEAF,260,190,,Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group 2,BETA insid 1050,,VII J 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 6257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1068,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*TXTPG,200,130,,Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group 2,,,2-C-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1068,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,275,202,,Faulhaber 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group 2,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1446,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1017,,,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 1059,,xxvii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 1054,,xix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1086,16. Fuero de Leyes. 12,corte,Codex E{SI}4{EI} (Martínez Díez),MS_ED*MATERIAL*PARCH,Zarco,,,,,"del Escorial, becerro marrón claro, con filetes y hierros en seco estezados",Faulhaber 2017,"muchos cortes verticales en el margen inferior y horizontales en el margen exterior, no afectando el texto; col.139vb en blanco, al terminar el texto de las {I}Leyes nuevas{/I} intercalado",Faulhaber 2017,MS_ED*LEAF_CLASS*FF,[4: guardas de papel] + 139 [1-22 + 20-41 + 40-72 + 71-104 + 104-120 + 134-139 + 121-123 + 121-132 + ¿141?] + [3: guardas de papel],Faulhaber,1-2{SS}10{ES} 3{SS}12{ES} 4-11{SS}10{ES} 12{SS}8{ES} 13{SS}6{ES} 14{SS}10{ES} 15{SS} -h. 4: talón4{ES},Faulhaber 2017,MS_ED*SIZE_CLASS*LEAF,229,155,,Zarco,MS_ED*PAGE_CLASS*COL,2,,,Zarco,MS_ED*HAND_CLASS*GM,libraria,1r-132vb,,Faulhaber,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INIS,"rojas y azules, alternando, con rasgueo sencillo del color contrastante",50rb,,Faulhaber 2017,,,,,,MS_ED*FEATURE_CLASS*RU,de punta de plomo,f. 18r,,Faulhaber 2017,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1291,ca.,1310,ca.,Zarco,Group 1,BETA bioid 1105,?,,,,,,,1503-11,ad quem,,,"Clemencín, Ruiz 2004",,BETA cnum 439,10.0,BETA texid 1006,,,,,,,,,,BETA libid 172,,,MS_ED*RELATED_LIBCALLNOCLASS*C,Z-III-16,MA294000,,MS_ED*RELATED_LIBEVENTCLASS*A,,,,,,1576-05-02,,,,Zarco III:485,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5350,,,Z-III-16,,,,,,MS_ED*RELATED_UNICLASS*CON,"también en la última hoja pasajes de los Evangelio (Juan 1:1-14, 15:26-16:4; Lucas 1:41-47) en",,MS_ED*RELATED_UNILANGUAGE+1*LATIN,Zarco,,,,BETA subid 1074,,,,,,"Faulhaber: La fecha dada por la {I}Crestomatía{/I} y por Martínez Díez 1985 es la del otorgamiento del {I}Fuero real{/I} , tal como se reza en el colofón f. 132vb, no la del MS.<br /><br />Sin embargo, para Martínez Díez dice: “El tipo de letra de este códice, y sobre todo [el] colofón de otra mano coetánea, que parecía ser la autentificación del códice por la chancillería regia, nos convenció de que estábamos ante un original del {I}Fuero Real{/I} expendido el 25 de agosto de 1255 para la villa de Santo Domingo de la Calzada.”<br /><br />La foliación, del s. XVI, adolece de muchas repeticiones; además los ff. 134-139 ({I}Leyes nuevas{/I} han sido intercalados después del f. 120, dentro del texto del {I}Fuero real{/I}<br /><br />Zarco: “Tiene muchas notas marginales e interlineares. La hoja última, rota, tiene escritos al principio y otras dos lecciones del Evangelio de S. Juan, en latín.”<br /><br />“Se llamó este ms. {I}Fuero de Santo Domingo de la Calzada{/I} por haberlo así puesto, no muy de antiguo, algún curioso en las hojas de guarda del principio; pero ni parece que Alfonso X lo hiciera extensivo a dicha ciudad, puesto que el mismo Rey ordenó en 1270 que ‘para siempre iamas oviesen el fuero de Logronno’, ni es otra cosa sino el {I}Fuero Real{/I}”<br /><br />Clemencín 1821 transcribe del {I}Inventario de los libros propios de la reina doña Isabel, que estaban en el alcázar de Segovia a cargo de Rodrigo de Tordesillas, vecino y regidor de la dicha ciudad, en el anõ de 1503{/I} la descr. siguiente:<br /><br />“85. Otro libro de cuarto de pliego de pergamino en romance de mano , que se dice {I}fuero de leyes{/I}, é con las tablas forradas en cuero negro viejas.”<br /><br />Ruiz 2004:405 transcribe el mismo asiento de otra copia del documento:<br /><br />“[C1 106] ¶ Otro libro de quarto de pliego, de pergamino, en rromançe, de mano, que se dize {I}Fuero de leyes{/I}, las tablas de cuero negras, viejas.”<br /><br />A continuación Ruiz indica que el MS fue trasladado de Segovia a Simancas en 1545 y añade que “‘El ms. escurialense Z.III.16 coincide con los datos de esta entrada., en el caso de que se tratase de la obra alfonsí.”’<br /><br />Zarco III:475-94 transcribe el “Inventario de libros que fueron entregados para su custodia a los diputados del Monasterio de San Lorenzo el Real por Hernando de Bribiesca, guarda-joyas de Su Magestad, 30 de abril de 1576”. La pesquisa de la biblioteca y las celdas de los monjes empezó 1576-05-02:<br /><br />“176.--Leyes del fuero que dio el rey don Alonso a Sto. Domingo de la Calçada, escrito era 1293. {I}Z.III.16{/I}”<br /><br />Asiento transcrito también por Andrés, “Entrega”, n. 3221.<br /><br />Faulhaber: Nótese, sin embargo, que en el inventario de 1576 este MS aparece en el apartado de “Leyes en castellano de mano en folio”, no entre los MSS de leyes en cuarto. (Zarco III: p. 485)",,MS_ED*STATUS*1C,1985-07-10,FAULHABER,2024-02-19,FAULHABER,UNIVERSAL*INTERNET_CLASS*CAT,https://rbmecat.patrimonionacional.es/cgi-bin/koha/opac-detail.pl?biblionumber=1536,RBME Cat.,2023-12-06,"MS: San Lorenzo de El Escorial: Escorial: Monasterio, Z-III-16. 1291 ca. - 1310 ca. Alfonso X, rey de Castilla y León, Corona de, Fuero real, promulgado 1255-07-18."
BETA manid 1086,,,,,,,,,,,,,,MS_ED*LEAF_CLASS*FF,139,Zarco,,,MS_ED*SIZE_CLASS*LEAF,229,157,f. 18,Faulhaber 2017,MS_ED*PAGE_CLASS*LIN,22,18rb,,Faulhaber 2017,MS_ED*HAND_CLASS*GM,libraria,134ra-139va,,Faulhaber,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INIS,"rojas y azules alternando con salidas de rasgueo en los marg. verticales, y el intercolumnio y el margen inferior del f. 50rb",49v-50r,,Faulhaber 2017,,,,,,MS_ED*FEATURE_CLASS*JU,de 4 rayas verticales extendiéndose en los márgenes para las columnas y rayas horizontales para los renglones terminando en la caja,f. 18r,,Faulhaber 2017,MS_ED*MILESTONE_CLASS*W,,Group 2,,,,Group 2,,,,,,,1255-08-25,!,,,{I}Crestomatía{/I},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,Z.III.16,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 8702,,,Z-III-16,,,,,,,,,,,,,,BETA subid 1266,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://rbme.patrimonionacional.es/s/rbme/item/14328,RBME Digital,2023-12-06,
BETA manid 1086,,,,,,,,,,,,,,MS_ED*LEAF_CLASS*FF,133,Martínez Díez,,,MS_ED*SIZE_CLASS*TXTPG,175,127,18r,Faulhaber 2017,MS_ED*PAGE_CLASS*LIN,21,"94rb, 121rb",,Faulhaber 2017,MS_ED*HAND_CLASS*GM,,f. [133r],,Faulhaber,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*HDL,L T{SS}o{ES} vi || T{SS}o{ES} I vi (en rojo),5v-6r,,Faulhaber 2017,,,,,,MS_ED*FEATURE_CLASS*CU,PC | CP,,,Faulhaber 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,iiij.Z.16,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 5651,II,48-49,Codex E{SI}4{EI},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1086,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*COL,175,61,18ra,Faulhaber 2017,,,,,,MS_ED*HAND_CLASS*GO,francesa,,,Zarco,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*DI,del busto de un hombre en azul y rojo,51r marg. inf.,,Faulhaber 2017,,,,,,MS_ED*FEATURE_CLASS*CWS,horizontales en la pauta vertical interior de la col. b,"10v, 20v, 52v, 62v, 72v, 82v, 92v, 102v, 112v, 120v",,Faulhaber 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,iv.Ξ.15,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 7176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1086,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*INTERCOL,175,7,18r,Faulhaber 2017,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*DI,"de un hombre sentado con la mano levantada encima de otro hombre yaciente supino, en rojo",81r marg. inf.,,Faulhaber 2017,,,,,,MS_ED*FEATURE_CLASS*CW,horizontal centrado debajo de la col. b,42v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,iv.c.12,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1003,III,485,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1086,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,238,168,,Faulhaber 2017,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*RUB,en rojo,,,Zarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 1032,I,259,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*PARR,en rojo y azul,,,Faulhaber 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 4514,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*DIOS,de forma oval de rasgueo rojo en el marg. inferior,3r,,Faulhaber 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5346,,440,[C1 106],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INI,A grande con rasgueo color marrón,78r marg. inf.,,Faulhaber 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5882,,3,3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INI,N de 3 ll. roja con rasgueo marrón y rojo mu fino y salidas al margen (lib. IIII),90r,,Faulhaber 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 1035,I,vii-viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INI,I grande azul con rasgueo rojo,107r marg. inf.,,Faulhaber 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
