,GEOID,TYPE,MONIKER,INTERNET_ADDRESS,
1270,BETA geoid 2113,GEOGRAPHY*TYPE*T,Miranda de Ebro,https://www.wikidata.org/wiki/Q11994,
1271,BETA geoid 2114,GEOGRAPHY*TYPE*T,Yuste,,
1274,BETA geoid 2116,GEOGRAPHY*TYPE*T,Puerto de Vega,http://es.wikipedia.org/wiki/Puerto_de_Vega,
1275,BETA geoid 2117,GEOGRAPHY*TYPE*T,Elche,,
1277,BETA geoid 2119,GEOGRAPHY*TYPE*T,Estremoz,,
1278,BETA geoid 2120,GEOGRAPHY*TYPE*T,Borba,,
1279,BETA geoid 2121,GEOGRAPHY*TYPE*T,Portalegre,,
1280,BETA geoid 2122,GEOGRAPHY*TYPE*T,Cascia,,
1281,BETA geoid 2123,GEOGRAPHY*TYPE*R,Calabria (región),https://www.wikidata.org/wiki/Q1458,
1282,BETA geoid 2124,GEOGRAPHY*TYPE*C,Wiltshire (condado),https://www.wikidata.org/wiki/Q23183,
1283,BETA geoid 2124,,,https://en.wikipedia.org/wiki/Wiltshire,
1284,BETA geoid 2125,GEOGRAPHY*TYPE*T,Mombeltrán,http://es.wikipedia.org/wiki/Mombeltran,
1285,BETA geoid 2126,GEOGRAPHY*TYPE*U,Bretagne (ducado),https://www.wikidata.org/wiki/Q71747,
1286,BETA geoid 2126,,,https://es.wikipedia.org/wiki/Ducado_de_Breta%C3%B1a,
1287,BETA geoid 2127,GEOGRAPHY*TYPE*T,Bruxelles,,
1288,BETA geoid 2128,GEOGRAPHY*TYPE*T,Renescure,http://en.wikipedia.org/wiki/Philippe_de_Commines,
1289,BETA geoid 2130,GEOGRAPHY*TYPE*T,Argenton,https://www.wikidata.org/wiki/Q1058332,
1290,BETA geoid 2131,GEOGRAPHY*TYPE*DP,Deux-Sèvres (département),https://www.wikidata.org/wiki/Q12765,
1291,BETA geoid 2132,GEOGRAPHY*TYPE*T,Benavides,https://www.wikidata.org/wiki/Q1641158,
1292,BETA geoid 2132,,,https://es.wikipedia.org/wiki/Benavides,
1294,BETA geoid 2134,GEOGRAPHY*TYPE*T,Chimay,https://www.wikidata.org/wiki/Q95380,
1296,BETA geoid 2134,,,https://fr.wikipedia.org/wiki/Chimay,
1295,BETA geoid 2134,,,https://database.factgrid.de/wiki/Item:Q390354,
1299,BETA geoid 2136,GEOGRAPHY*TYPE*T,Hertford,https://www.wikidata.org/wiki/Q9681,
1300,BETA geoid 2136,,,https://en.wikipedia.org/wiki/Hertford,
1301,BETA geoid 2137,GEOGRAPHY*TYPE*C,Warwickshire (condado),https://www.wikidata.org/wiki/Q23140,
1302,BETA geoid 2137,,,https://en.wikipedia.org/wiki/Warwickshire,
1303,BETA geoid 2138,GEOGRAPHY*TYPE*T,Alcester,,
1304,BETA geoid 2139,GEOGRAPHY*TYPE*T,Coto de Cabo de Angoa,,
1305,BETA geoid 2140,GEOGRAPHY*TYPE*T,Treceño,,
1306,BETA geoid 2141,GEOGRAPHY*TYPE*T,Finojedo,,
1307,BETA geoid 2142,GEOGRAPHY*TYPE*T,Gibraleón,https://www.wikidata.org/wiki/Q913215,
1308,BETA geoid 2142,,,https://es.wikipedia.org/wiki/GibraleC3%B3n,
1309,BETA geoid 2143,GEOGRAPHY*TYPE*T,Laredo,,
1310,BETA geoid 2144,GEOGRAPHY*TYPE*CA,Cantabria (comunidad autónoma),https://www.wikidata.org/wiki/Q3946,
1311,BETA geoid 2144,,,https://database.factgrid.de/wiki/Item:Q345736,
1312,BETA geoid 2145,GEOGRAPHY*TYPE*T,San Vicente de la Barquera,,
1313,BETA geoid 2146,GEOGRAPHY*TYPE*T,Los Llanos,,
1314,BETA geoid 2147,GEOGRAPHY*TYPE*T,Munguía,,
1315,BETA geoid 2148,GEOGRAPHY*TYPE*T,Blascoles,,
1316,BETA geoid 2149,GEOGRAPHY*TYPE*T,Cantiveros,http://en.wikipedia.org/wiki/Cantiveros,
1317,BETA geoid 2150,GEOGRAPHY*TYPE*T,La Puebla de Arganzón,http://es.wikipedia.org/wiki/La_Puebla_de_Arganz%C3%B3n,
1318,BETA geoid 2151,GEOGRAPHY*TYPE*T,Arnedo,http://en.wikipedia.org/wiki/Arnedo,
1319,BETA geoid 2152,GEOGRAPHY*TYPE*T,Luezas,,
1320,BETA geoid 2153,GEOGRAPHY*TYPE*T,Torre,,
1321,BETA geoid 2154,GEOGRAPHY*TYPE*T,Arenzana,,
1322,BETA geoid 2155,GEOGRAPHY*TYPE*T,Uruñuela,,
1323,BETA geoid 2156,GEOGRAPHY*TYPE*T,Mahave,,
1324,BETA geoid 2157,GEOGRAPHY*TYPE*T,"Ríocerezo, Casa de",,
1325,BETA geoid 2158,GEOGRAPHY*TYPE*T,"Tamarón, Casa de",,
1326,BETA geoid 2159,GEOGRAPHY*TYPE*T,Canales de la Sierra,http://es.wikipedia.org/wiki/Canales_de_la_Sierra,
1327,BETA geoid 2160,GEOGRAPHY*TYPE*T,Cardeñosa,http://www.geonames.org/6355658/cardenosa.html,
1328,BETA geoid 2161,GEOGRAPHY*TYPE*T,Cabreros del Monte,,
1329,BETA geoid 2162,GEOGRAPHY*TYPE*T,Huélamo,http://www.geocities.com/TheTropics/Bay/3446/huelamo2.htm,
1330,BETA geoid 2163,GEOGRAPHY*TYPE*T,Añador,,
1331,BETA geoid 2164,GEOGRAPHY*TYPE*T,Avilés,http://es.wikipedia.org/wiki/Avil%C3%A9s,
1332,BETA geoid 2165,GEOGRAPHY*TYPE*T,Valfermoso de las Monjas,http://www.pueblos-espana.org/castilla+la+mancha/guadalajara/valfermoso+de+las+monjas/,
1333,BETA geoid 2166,GEOGRAPHY*TYPE*T,Berlin,,
1334,BETA geoid 2167,GEOGRAPHY*TYPE*T,Almenara,,
1335,BETA geoid 2168,GEOGRAPHY*TYPE*T,Ravenna,https://it.wikipedia.org/w/index.php?title=Ravenna&oldid=114360448,
1336,BETA geoid 2169,GEOGRAPHY*TYPE*T,Cuerva,http://es.wikipedia.org/wiki/Eugenio_Gerardo_Lobo,
1337,BETA geoid 2170,GEOGRAPHY*TYPE*T,Saint-Nicolas-lès-Cîteaux,http://en.wikipedia.org/wiki/Saint-Nicolas-l%C3%A8s-CC3%AEteaux,
1338,BETA geoid 2171,GEOGRAPHY*TYPE*DP,Côte d’Or (département),http://en.wikipedia.org/wiki/CC3%B4te-d%27Or,
1339,BETA geoid 2172,GEOGRAPHY*TYPE*T,Manresa,http://es.wikipedia.org/wiki/Manresa,
1340,BETA geoid 2173,GEOGRAPHY*TYPE*T,Guarda,http://pt.wikipedia.org/wiki/Guarda,
1341,BETA geoid 2174,GEOGRAPHY*TYPE*T,Miranda do Douro,http://pt.wikipedia.org/wiki/Miranda_do_Douro,
1342,BETA geoid 2175,GEOGRAPHY*TYPE*T,Penamacor,http://es.wikipedia.org/wiki/Penamacor,
1343,BETA geoid 2176,GEOGRAPHY*TYPE*T,Arenas de San Pedro,http://es.wikipedia.org/wiki/Arenas_de_San_Pedro,
1344,BETA geoid 2177,GEOGRAPHY*TYPE*T,La Adrada,http://es.wikipedia.org/wiki/La_Adrada,
1345,BETA geoid 2178,GEOGRAPHY*TYPE*T,Requena,,
1346,BETA geoid 2179,GEOGRAPHY*TYPE*E,Osmanli Imparatorlugu (imperio),https://www.wikidata.org/wiki/Q12560,
1347,BETA geoid 2179,,,https://database.factgrid.de/wiki/Item:Q534912,
1348,BETA geoid 2179,,,http://es.wikipedia.org/wiki/Imperio_Otomano,
1349,BETA geoid 2180,GEOGRAPHY*TYPE*T,Tolosa,,
1350,BETA geoid 2181,GEOGRAPHY*TYPE*H,Evol (vizcondado),,
1351,BETA geoid 2182,GEOGRAPHY*TYPE*T,Canet de Mar,,
1352,BETA geoid 2183,GEOGRAPHY*TYPE*H,Alquerforadat (vizcondado),,
1353,BETA geoid 2184,GEOGRAPHY*TYPE*T,Alcaudete,,
1354,BETA geoid 2185,GEOGRAPHY*TYPE*T,Marbella,,
1355,BETA geoid 2186,GEOGRAPHY*TYPE*T,Cañete la Real,http://es.wikipedia.org/wiki/Ca%C3%B1ete_la_Real,
1356,BETA geoid 2187,GEOGRAPHY*TYPE*T,Benfica,,
1357,BETA geoid 2188,GEOGRAPHY*TYPE*T,Ayllón,,
1358,BETA geoid 2189,GEOGRAPHY*TYPE*T,Villoria,,
1359,BETA geoid 2190,GEOGRAPHY*TYPE*O,Urbasa (señorío),https://www.wikidata.org/wiki/Q111131899,
1360,BETA geoid 2190,,,https://es.wikipedia.org/wiki/Condado_de_Urbasa,
1361,BETA geoid 2191,GEOGRAPHY*TYPE*T,Philadelphia,,
1362,BETA geoid 2192,GEOGRAPHY*TYPE*S,Pennsylvania (estado),,
1363,BETA geoid 2193,GEOGRAPHY*TYPE*T,Orihuela,,
1364,BETA geoid 2194,GEOGRAPHY*TYPE*P,Africae (provincia),,
1365,BETA geoid 2195,GEOGRAPHY*TYPE*T,Berlanga,,
1366,BETA geoid 2196,GEOGRAPHY*TYPE*E,Sacro Imperio Romano (imperio),https://www.wikidata.org/wiki/Q2277,
1368,BETA geoid 2196,,,https://es.wikipedia.org/wiki/Sacro_Imperio_Romano_Germ%C3%A1nico,
1367,BETA geoid 2196,,,https://database.factgrid.de/wiki/Item:Q102004,
1369,BETA geoid 2197,GEOGRAPHY*TYPE*T,Tragacete,http://en.wikipedia.org/wiki/Tragacete,
1370,BETA geoid 2198,GEOGRAPHY*TYPE*T,Poyatos,http://en.wikipedia.org/wiki/Poyatos,
1371,BETA geoid 2199,GEOGRAPHY*TYPE*M,Eliche (marquesado),https://www.wikidata.org/wiki/Q2837846,
1372,BETA geoid 2199,,,http://es.wikipedia.org/wiki/Heliche,
1373,BETA geoid 2200,GEOGRAPHY*TYPE*T,Almonacid de la Sierra,http://es.wikipedia.org/wiki/Almonacid_de_la_Sierra,
1374,BETA geoid 2201,GEOGRAPHY*TYPE*T,Buenos Aires,,
1375,BETA geoid 2202,GEOGRAPHY*TYPE*N,Argentina (nación),,
1376,BETA geoid 2203,GEOGRAPHY*TYPE*T,San Sebastián,,
1377,BETA geoid 2204,GEOGRAPHY*TYPE*T,Morbecq,,
1378,BETA geoid 2205,GEOGRAPHY*TYPE*T,Perellós,,
1379,BETA geoid 2206,GEOGRAPHY*TYPE*DP,Pyrénées-Orientales (département),,
1380,BETA geoid 2207,GEOGRAPHY*TYPE*T,Roda,,
1381,BETA geoid 2208,GEOGRAPHY*TYPE*T,Meyá,,
1382,BETA geoid 2209,GEOGRAPHY*TYPE*T,Valdepeñas,http://en.wikipedia.org/wiki/ValdepeC3%B1as,
1383,BETA geoid 2210,GEOGRAPHY*TYPE*SO,Middle Hill (solar),http://en.wikipedia.org/wiki/Thomas_Phillipps,
1384,BETA geoid 2211,GEOGRAPHY*TYPE*I,Lanzarote (isla),https://www.wikidata.org/wiki/Q182432,
1385,BETA geoid 2211,,,https://es.wikipedia.org/wiki/Lanzarote,
1386,BETA geoid 2212,GEOGRAPHY*TYPE*T,Las Palmas,,
1387,BETA geoid 2213,GEOGRAPHY*TYPE*T,Azután,http://es.wikipedia.org/wiki/Azut%C3%A1n,
1388,BETA geoid 2214,GEOGRAPHY*TYPE*T,Mora,https://www.wikidata.org/wiki/Q1641529,
1389,BETA geoid 2214,,,"http://en.wikipedia.org/wiki/Mora,_Spain",
1390,BETA geoid 2215,GEOGRAPHY*TYPE*I,Filipinas (isla),,
1391,BETA geoid 2216,GEOGRAPHY*TYPE*E,Japón (imperio),,
1392,BETA geoid 2217,GEOGRAPHY*TYPE*T,Saint-Jean-de-Luz,http://fr.wikipedia.org/wiki/Saint-Jean-de-Luz,
1393,BETA geoid 2218,GEOGRAPHY*TYPE*DP,Pyrénées-Atlantiques (département),http://fr.wikipedia.org/wiki/PyrC3%A9n%C3%A9es-Atlantiques,
1394,BETA geoid 2219,GEOGRAPHY*TYPE*T,Villaviciosa de Odón,,
1395,BETA geoid 2220,GEOGRAPHY*TYPE*T,Santa Gadea del Cid,https://www.wikidata.org/wiki/Q1641214,
1396,BETA geoid 2221,GEOGRAPHY*TYPE*T,Escalada,,
1397,BETA geoid 2222,GEOGRAPHY*TYPE*T,San Martín de Elines,http://es.wikipedia.org/wiki/San_Mart%C3%ADn_de_Elines,
1398,BETA geoid 2223,GEOGRAPHY*TYPE*T,Villafeliche,http://en.wikipedia.org/wiki/Villafeliche,
1399,BETA geoid 2224,GEOGRAPHY*TYPE*T,Ledigos,http://es.wikipedia.org/wiki/Ledigos,
1400,BETA geoid 2225,GEOGRAPHY*TYPE*T,Cartaxo,,
1401,BETA geoid 2226,GEOGRAPHY*TYPE*T,Pinilla,,
1402,BETA geoid 2227,GEOGRAPHY*TYPE*T,Saint-Denis,,
1403,BETA geoid 2228,GEOGRAPHY*TYPE*DP,Seine-Saint-Denis (département),,
1405,BETA geoid 2229,GEOGRAPHY*TYPE*T,Cetina,https://es.wikipedia.org/wiki/Cetina_(Zaragoza),
1406,BETA geoid 2230,GEOGRAPHY*TYPE*T,Arenys de Mar,,
1407,BETA geoid 2231,GEOGRAPHY*TYPE*SO,Althorp (solar),http://en.wikipedia.org/wiki/Althorp,
1408,BETA geoid 2232,GEOGRAPHY*TYPE*C,Northamptonshire (condado),https://www.wikidata.org/wiki/Q23115,
1409,BETA geoid 2232,,,https://en.wikipedia.org/wiki/Northamptonshire,
1410,BETA geoid 2234,GEOGRAPHY*TYPE*T,Santiponce,,
1411,BETA geoid 2235,GEOGRAPHY*TYPE*T,Gaucín,http://en.wikipedia.org/wiki/GaucC3%ADn,
1412,BETA geoid 2236,GEOGRAPHY*TYPE*T,Genève,http://fr.wikipedia.org/wiki/Gen%C3%A8ve,
1413,BETA geoid 2237,GEOGRAPHY*TYPE*N,Suisse (nación),http://en.wikipedia.org/wiki/Switzerland,
1414,BETA geoid 2238,GEOGRAPHY*TYPE*P,Canton de Genève (provincia),http://fr.wikipedia.org/wiki/Canton_de_Gen%C3%A8ve,
1415,BETA geoid 2239,GEOGRAPHY*TYPE*T,Vincennes,,
1416,BETA geoid 2240,GEOGRAPHY*TYPE*C,Boulogne (condado),https://www.wikidata.org/wiki/Q1431527,
1417,BETA geoid 2240,,,https://es.wikipedia.org/wiki/Condado_de_Boulogne,
1418,BETA geoid 2241,GEOGRAPHY*TYPE*T,Andilla,,
1419,BETA geoid 2242,GEOGRAPHY*TYPE*T,Penàguila,http://www.penaguila.es/,
1420,BETA geoid 2242,,,http://en.wikipedia.org/wiki/Pen%C3%A0guila,
1421,BETA geoid 2243,GEOGRAPHY*TYPE*T,Beniarjó,http://es.wikipedia.org/wiki/Beniarj%C3%B3,
1422,BETA geoid 2244,GEOGRAPHY*TYPE*T,Arcos de la Llana,http://es.wikipedia.org/wiki/Arcos_de_la_Llana,
1423,BETA geoid 2245,GEOGRAPHY*TYPE*EN,Aledo (encomienda),,
1424,BETA geoid 2246,GEOGRAPHY*TYPE*T,Alcalá del Valle,http://es.wikipedia.org/wiki/Mariscalato_de_Alcal%C3%A1_del_Valle,
1425,BETA geoid 2247,GEOGRAPHY*TYPE*T,Villagarcía de la Torre,https://www.wikidata.org/wiki/Q1628543,
,BETA geoid 2247,,,https://es.wikipedia.org/wiki/VillagarcC3%ADa_de_la_Torre,
,BETA geoid 2247,,,https://database.factgrid.de/wiki/Item:Q356772,
1428,BETA geoid 2248,GEOGRAPHY*TYPE*T,Treviso,http://en.wikipedia.org/wiki/Treviso,
1429,BETA geoid 2249,GEOGRAPHY*TYPE*H,Aguisy (vizcondado),,
1430,BETA geoid 2250,GEOGRAPHY*TYPE*DP,Aisne (département),,
1431,BETA geoid 2251,GEOGRAPHY*TYPE*T,Reims,http://en.wikipedia.org/wiki/Reims,
1432,BETA geoid 2252,GEOGRAPHY*TYPE*DP,Marne (département),,
1433,BETA geoid 2253,GEOGRAPHY*TYPE*T,Saint-Germain-en-Laye,http://fr.wikipedia.org/wiki/Saint-Germain-en-Laye,
1434,BETA geoid 2254,GEOGRAPHY*TYPE*DP,Yvelines (département),,
1435,BETA geoid 2255,GEOGRAPHY*TYPE*T,Versailles,http://fr.wikipedia.org/wiki/Versailles,
1436,BETA geoid 2256,GEOGRAPHY*TYPE*U,Aumale (ducado),https://fr.wikipedia.org/wiki/Liste_des_seigneurs_puis_ducs_d%27Aumale,
1437,BETA geoid 2257,GEOGRAPHY*TYPE*T,Jaraíz de la Vera,http://es.wikipedia.org/wiki/Jara%C3%ADz_de_la_Vera,
1438,BETA geoid 2258,GEOGRAPHY*TYPE*T,Fitero,https://www.wikidata.org/wiki/Q1773030,
1439,BETA geoid 2258,,,http://es.wikipedia.org/wiki/Fitero,
1440,BETA geoid 2261,GEOGRAPHY*TYPE*C,Sussex (condado),https://www.wikidata.org/wiki/Q23346,
1441,BETA geoid 2261,,,http://en.wikipedia.org/wiki/Sussex,
1442,BETA geoid 2262,GEOGRAPHY*TYPE*T,Mucientes,https://es.wikipedia.org/wiki/Mucientes,
1443,BETA geoid 2263,GEOGRAPHY*TYPE*T,Ribiella,,
1444,BETA geoid 2264,GEOGRAPHY*TYPE*B,"Tordehumos, real sobre (campo de batalla)",http://es.wikipedia.org/wiki/Tordehumos,
1445,BETA geoid 2265,GEOGRAPHY*TYPE*F,Esgueva (río),https://www.wikidata.org/wiki/Q14763,
1447,BETA geoid 2265,,,https://es.wikipedia.org/wiki/rC3%ADo_Esgueva,
1446,BETA geoid 2265,,,https://database.factgrid.de/wiki/Item:Q780044,
1448,BETA geoid 2266,GEOGRAPHY*TYPE*T,Curueña,,
1449,BETA geoid 2267,GEOGRAPHY*TYPE*T,Santarém,"http://en.wikipedia.org/wiki/SantarC3%A9m,_Portugal",
1450,BETA geoid 2268,GEOGRAPHY*TYPE*T,Alcocer,http://en.wikipedia.org/wiki/Alcocer,
1451,BETA geoid 2269,GEOGRAPHY*TYPE*T,Varazze,http://it.wikipedia.org/wiki/Varazze,
1452,BETA geoid 2270,GEOGRAPHY*TYPE*P,Savona (provincia),https://www.wikidata.org/wiki/Q16274,
1453,BETA geoid 2270,,,http://it.wikipedia.org/wiki/Provincia_di_Savona,
1454,BETA geoid 2271,GEOGRAPHY*TYPE*T,Sulmona,https://www.wikidata.org/wiki/Q50157,
1455,BETA geoid 2271,,,https://database.factgrid.de/wiki/Item:Q436256,
1456,BETA geoid 2271,,,http://it.wikipedia.org/wiki/Sulmona,
1457,BETA geoid 2272,GEOGRAPHY*TYPE*T,Valldemossa,,
1458,BETA geoid 2273,GEOGRAPHY*TYPE*I,Mallorca (isla),,
1460,BETA geoid 2274,GEOGRAPHY*TYPE*T,Easton Norton,http://en.wikipedia.org/wiki/Ston_Easton,
1461,BETA geoid 2275,GEOGRAPHY*TYPE*MO,Sierra Bermeja (montaña),https://www.wikidata.org/wiki/Q3483441,
1463,BETA geoid 2276,GEOGRAPHY*TYPE*T,Strasbourg,http://fr.wikipedia.org/wiki/Strasbourg,
1464,BETA geoid 2277,GEOGRAPHY*TYPE*DP,Bas-Rhin (département),,
1465,BETA geoid 2278,GEOGRAPHY*TYPE*T,Buenache de Alarcón,,
1466,BETA geoid 2279,GEOGRAPHY*TYPE*T,Stockholm,,
1467,BETA geoid 2280,GEOGRAPHY*TYPE*T,Glasgow,,
1468,BETA geoid 2281,GEOGRAPHY*TYPE*T,Ruiseñada,http://es.wikipedia.org/wiki/RuiseC3%B1ada,
1469,BETA geoid 2282,GEOGRAPHY*TYPE*T,Palmela,https://www.wikidata.org/wiki/Q850855,
1470,BETA geoid 2282,,,http://pt.wikipedia.org/wiki/Palmela,
1471,BETA geoid 2283,GEOGRAPHY*TYPE*T,Atocha,,
1472,BETA geoid 2284,GEOGRAPHY*TYPE*T,Aroche,https://es.wikipedia.org/wiki/Aroche,
1473,BETA geoid 2285,GEOGRAPHY*TYPE*T,Bermeo,http://es.wikipedia.org/wiki/Bermeo,
1474,BETA geoid 2286,GEOGRAPHY*TYPE*T,Pinos Puente,http://es.wikipedia.org/wiki/Pinos_Puente,
1476,BETA geoid 2287,,,http://www.pueblos-espana.org/castilla+y+leon/avila/miruena+de+los+infanzones/,
1475,BETA geoid 2287,GEOGRAPHY*TYPE*T,Mirueña de los Infanzones,http://es.wikipedia.org/wiki/MirueC3%B1a_de_los_Infanzones,
1477,BETA geoid 2288,GEOGRAPHY*TYPE*T,Novés,,
1478,BETA geoid 2289,GEOGRAPHY*TYPE*T,Encinas de Esgueva,http://es.wikipedia.org/wiki/Encinas_de_Esgueva,
1479,BETA geoid 2290,GEOGRAPHY*TYPE*T,Amusco,http://en.wikipedia.org/wiki/Amusco,
1480,BETA geoid 2291,GEOGRAPHY*TYPE*T,Beaumont,,
1481,BETA geoid 2292,GEOGRAPHY*TYPE*DP,Val d’Oise (département),,
1482,BETA geoid 2293,GEOGRAPHY*TYPE*C,Oliveto (condado),https://www.wikidata.org/wiki/Q5781836,
1483,BETA geoid 2293,,,https://es.wikipedia.org/wiki/Condado_de_Oliveto,
1485,BETA geoid 2294,GEOGRAPHY*TYPE*T,Lede,"http://en.wikipedia.org/wiki/Lede,_Belgium",
1486,BETA geoid 2295,GEOGRAPHY*TYPE*B,Atapuerca (campo de batalla),,
1487,BETA geoid 2296,GEOGRAPHY*TYPE*T,Southampton,,
1488,BETA geoid 2297,GEOGRAPHY*TYPE*C,Hampshire (condado),https://www.wikidata.org/wiki/Q23204,
1489,BETA geoid 2297,,,https://es.wikipedia.org/wiki/Hampshire,
1490,BETA geoid 2298,GEOGRAPHY*TYPE*T,San Salvador del Moral,,
1491,BETA geoid 2299,GEOGRAPHY*TYPE*DP,Pas-de-Calais (département),,
1492,BETA geoid 2300,GEOGRAPHY*TYPE*DP,Val-de-Marne (département),,
1493,BETA geoid 2301,GEOGRAPHY*TYPE*DP,Nord (département),,
1494,BETA geoid 2302,GEOGRAPHY*TYPE*T,Piedrahita,http://es.wikipedia.org/wiki/Piedrah%C3%ADta_(%C3%81vila),
1495,BETA geoid 2303,GEOGRAPHY*TYPE*K,Kandy (reino),http://es.wikipedia.org/wiki/Kandy,
1497,BETA geoid 2306,GEOGRAPHY*TYPE*T,Rincón del Soto,,
1498,BETA geoid 2307,GEOGRAPHY*TYPE*T,Cannes,,
1502,BETA geoid 2309,GEOGRAPHY*TYPE*T,Francavilla,https://www.wikidata.org/wiki/Q51866,
1503,BETA geoid 2309,,,https://en.wikipedia.org/wiki/Duke_of_Francavilla,
1505,BETA geoid 2310,GEOGRAPHY*TYPE*T,Lerma,https://www.wikidata.org/wiki/Q59244924,
1504,BETA geoid 2310,,,https://es.wikipedia.org/wiki/Lerma_(Espa%C3%B1a),
1506,BETA geoid 2311,GEOGRAPHY*TYPE*U,Mandas y Villanueva (ducado),https://www.wikidata.org/wiki/Q3699091,
1507,BETA geoid 2311,,,https://es.wikipedia.org/wiki/Ducado_de_Mandas_y_Villanueva,
1508,BETA geoid 2312,GEOGRAPHY*TYPE*T,Bujedo,https://database.factgrid.de/wiki/Item:Q345218,
1509,BETA geoid 2313,GEOGRAPHY*TYPE*T,Arezzo,,
1510,BETA geoid 2314,GEOGRAPHY*TYPE*T,Arquá,http://it.wikipedia.org/wiki/Arqu%C3%A0_Petrarca,
1511,BETA geoid 2315,GEOGRAPHY*TYPE*P,Padova (provincia),https://www.wikidata.org/wiki/Q16226,
1512,BETA geoid 2316,GEOGRAPHY*TYPE*T,Marchena,http://es.wikipedia.org/wiki/Marchena,
1513,BETA geoid 2317,GEOGRAPHY*TYPE*T,Boston,https://www.wikidata.org/wiki/Q100,
1514,BETA geoid 2318,GEOGRAPHY*TYPE*T,Cobos,https://www.wikidata.org/wiki/Q5775756,
1515,BETA geoid 2319,GEOGRAPHY*TYPE*T,,https://www.wikidata.org/wiki/Q126094198,
1516,BETA geoid 2320,GEOGRAPHY*TYPE*T,Damasco,,
1517,BETA geoid 2321,GEOGRAPHY*TYPE*T,Essarts,,
1518,BETA geoid 2322,GEOGRAPHY*TYPE*T,Congosto,http://en.wikipedia.org/wiki/Congosto,
1519,BETA geoid 2323,GEOGRAPHY*TYPE*T,Monóvar,http://es.wikipedia.org/wiki/Mon%C3%B3var,
1520,BETA geoid 2324,GEOGRAPHY*TYPE*T,Capua,http://it.wikipedia.org/wiki/Capua,
1521,BETA geoid 2325,GEOGRAPHY*TYPE*T,Fuentenebro,http://es.wikipedia.org/wiki/Fuentenebro,
1522,BETA geoid 2326,GEOGRAPHY*TYPE*N,El Salvador (nación),http://es.wikipedia.org/wiki/El_Salvador,
1523,BETA geoid 2327,GEOGRAPHY*TYPE*N,República Dominicana (nación),http://es.wikipedia.org/wiki/Rep%C3%BAblica_Dominicana,
1524,BETA geoid 2328,GEOGRAPHY*TYPE*T,Otranto,http://it.wikipedia.org/wiki/Otranto,
1525,BETA geoid 2329,GEOGRAPHY*TYPE*T,Duruelo,http://es.wikipedia.org/wiki/Duruelo,
1526,BETA geoid 2330,GEOGRAPHY*TYPE*T,Moral de Calatrava,https://www.wikidata.org/wiki/Q1644456,
1527,BETA geoid 2330,,,https://database.factgrid.de/wiki/Item:Q350905,
1528,BETA geoid 2330,,,http://es.wikipedia.org/wiki/Moral_de_Calatrava,
1529,BETA geoid 2331,GEOGRAPHY*TYPE*N,Chile (nación),,
1530,BETA geoid 2332,GEOGRAPHY*TYPE*I,Islas Canarias (isla),,
1531,BETA geoid 2333,GEOGRAPHY*TYPE*T,Villadiego,http://es.wikipedia.org/wiki/Villadiego,
1532,BETA geoid 2334,GEOGRAPHY*TYPE*T,Baños,http://es.wikipedia.org/wiki/Venta_de_Ba%C3%B1os,
1533,BETA geoid 2335,GEOGRAPHY*TYPE*T,Benacazón,,
1534,BETA geoid 2336,GEOGRAPHY*TYPE*T,Martín Muñoz de las Posadas,http://es.wikipedia.org/wiki/Mart%C3%ADn_Mu%C3%B1oz_de_las_Posadas,
1535,BETA geoid 2337,GEOGRAPHY*TYPE*R,Moravia (región),,
1536,BETA geoid 2338,GEOGRAPHY*TYPE*T,Cascais,,
1537,BETA geoid 2339,GEOGRAPHY*TYPE*K,Israel (reino),,
1538,BETA geoid 2340,GEOGRAPHY*TYPE*T,Gallipuenzo,http://es.wikipedia.org/wiki/Gallipienzo,
1539,BETA geoid 2341,GEOGRAPHY*TYPE*T,Torquay,,
1540,BETA geoid 2343,GEOGRAPHY*TYPE*M,Argenson (marquesado),,
1541,BETA geoid 2344,GEOGRAPHY*TYPE*R,Artois (región),http://fr.wikipedia.org/wiki/Artois,
1542,BETA geoid 2345,GEOGRAPHY*TYPE*T,Valfermoso de Tajuña,https://es.wikipedia.org/wiki/Valfermoso_de_Taju%C3%B1a,
1543,BETA geoid 2346,GEOGRAPHY*TYPE*T,Loranco,http://es.wikipedia.org/wiki/Quintanaloranco,
1544,BETA geoid 2347,GEOGRAPHY*TYPE*T,Morón de la Frontera,http://es.wikipedia.org/wiki/MorC3%B3n_de_la_Frontera,
1545,BETA geoid 2348,GEOGRAPHY*TYPE*T,Arahal,https://es.wikipedia.org/wiki/Arahal,
1546,BETA geoid 2349,GEOGRAPHY*TYPE*T,Matilla,,
1547,BETA geoid 2350,GEOGRAPHY*TYPE*T,Santisteban del Puerto,http://es.wikipedia.org/wiki/Santisteban_del_Puerto,
1548,BETA geoid 2351,GEOGRAPHY*TYPE*T,Fabriano,,
1549,BETA geoid 2352,GEOGRAPHY*TYPE*T,Estadilla,https://es.wikipedia.org/wiki/Estadilla,
1550,BETA geoid 2353,GEOGRAPHY*TYPE*T,Utrera,http://es.wikipedia.org/wiki/Utrera,
1551,BETA geoid 2354,GEOGRAPHY*TYPE*T,Chiloeches,http://es.wikipedia.org/wiki/Chiloeches,
1552,BETA geoid 2355,GEOGRAPHY*TYPE*T,Santa Marta,https://www.wikidata.org/wiki/Q1375842,
